MelingoId,Pos,Entry,TranslationFull,TranslationFlash,CorrectAns,CorrectAns2,CorrectAns3,Distractor1,Distractor2,Distractor3,DistractorEN1,DistractorEN2,DistractorEN3,UsageNote,Succeed,Failed,PronunciationFile,ImageFile,ManualEdit,LastUpadte,UsageNodeType,,,,,,,,,,,,
104924,6,vocal,vocal; ruidoso, muy franco,,vocal,,,local,vital,focal,,,,,,,1,,,,3,,,,,,,,,,,
104926,0,vocal cords,cuerdas vocales,,cuerdas vocales,,,cuarentavo,cuartelazo,cuentagotas,,,,,,,,,,,3,,,,,,,,,,,,
104933,1,vocalist,cantante, vocalista,,cantante,,,calmante,causante,carpintero,,,,,,,1,,,,3,,,,,,,,,,,
104935,1,vocalization,vocalización,,vocalización,,,localización,mecanización,finalización,,,,,,,,,,,3,,,,,,,,,,,,
104936,8,vocalize,vocalizar,,vocalizar,,,localizar,totalizar,vaporizar,,,,,,,1,,,,3,,,,,,,,,,,,
104940,1,vocation,vocación,,vocación,,,vacación,votación,locación,,,,,,,1,,,,3,,,,,,,,,,,,
104941,6,vocational,profesional,,profesional,,,provisional,predestinado,preferible,,,,,,,1,,,,3,,,,,,,,,,,,
104950,6,vociferous,ruidoso, vociferante,,vociferante,,,cuidadoso,rencoroso,represivo,,,,,,,1,,,,3,,,,,,,,,,,
104952,1,vodka,vodka,,vodka,,,vodevil,volea,voltaje,,,,,,,1,,,,3,,,,,,,,,,,,
104958,1,vogue,moda, boga,,moda,,,modales,mocasín,modismo,,,,,,,1,,,,3,,,,,,,,,,,
104961,1,voice,voz,,voz,,,sonido,música,ruido,,,,,,,1,,,40:47.4,3,,,,,,,,,,,,
104964,0,voice mail,correo de voz,,correo de voz,,,corretaje,correcaminos,corrección,,,,,,,,,,,3,,,,,,,,,,,,
104967,6,voiced,sonoro,,sonoro,,,sonado,somero,sudoroso,,,,,,,,,,,3,,,,,,,,,,,,
104973,6,void,vacío, desprovisto; inválido, nulo,,vacío,,,vacuo,vacuno,vario,,,,,,,1,,,,3,,,,,,,,,,
104992,6,volatile,volátil, inestable,,volátil,,,voladizo,voluminoso,vocacional,,,,,,,1,,,,3,,,,,,,,,,,
104995,1,volatility,volatilidad, inestabilidad,,volatilidad,,,volubilidad,visibilidad,relatividad,,,,,,,,,,,3,,,,,,,,,,,
104998,6,volcanic,volcánico,,volcánico,,,balcánico,selvático,holístico,,,,,,,1,,,,3,,,,,,,,,,,,
105008,1,volcano,volcán,,volcán,,,volante,volumen,voluntad,,,,,,,1,,,,3,,,,,,,,,,,,
105010,1,vole,campañol,,campañol,,,campo,campus,carpa,,,,,,,1,,,,3,,,,,,,,,,,,
105013,1,volition,volición, voluntad,,volición,,,vocación,votación,solución,,,,,,,1,,,,3,,,,,,,,,,,
105018,1,volley,descarga (de tiros); torrente, lluvia (de insultos, etc.); salva (de aplausos); volea (en deportes),,descarga,,,descargo,descaro,desgarre,,,,,,,1,,,,3,,,,,,,,,,
105020,1,volleyball,voleibol,,voleibol,,,veleidoso,veleidad,valencia,,,,,,,1,,,,3,,,,,,,,,,,,
105026,1,volt,voltio,,voltio,,,vidrio,vocero,volcán,,,,,,,1,,,,3,,,,,,,,,,,,
105028,1,voltage,voltaje,,voltaje,,,voltereta,montaje,ventaja,,,,,,,1,,,,3,,,,,,,,,,,,
105039,1,volubility,locuacidad,,locuacidad,,,longevidad,mordacidad,mortalidad,,,,,,,,,,,3,,,,,,,,,,,,
105040,6,voluble,locuaz,,locuaz,,,local,lechal,lobulado,,,,,,,1,,,,3,,,,,,,,,,,,
105042,1,volume,volumen, tomo; capacidad, volumen (en física); cantidad, volumen; volumen,,volumen,,,voluntad,voluta,volante,,,,,,,1,,,,3,,,,,,,,,
105047,6,voluminous,voluminoso,,voluminoso,,,voluptuoso,bituminoso,voluntario,,,,,,,1,,,,3,,,,,,,,,,,,
105048,10,voluntarily,de manera voluntaria,,de manera voluntaria,,,de antemano,de marras,delante de,,,,,,,,,,,3,,,,,,,,,,,,
105051,6,voluntary,voluntario,,voluntario,,,voluptuoso,voluminoso,volante,,,,,,,1,,,,3,,,,,,,,,,,,
105056,1,volunteer,voluntario, -ria,,voluntario,,,voluntad,comentario,vecindario,,,,,,,1,,,,3,,,,,,,,,,,
105064,6,voluptuous,voluptuoso,,voluptuoso,,,voluminoso,voluntarioso,voluntario,,,,,,,1,,,,3,,,,,,,,,,,,
105074,1,vomit,vómito,,vómito,,,cómico,vecino,viento,,,,,,,1,,,,3,,,,,,,,,,,,
105082,1,voodoo,vudu,,vudu,,,vudú,vida,vidrio,,,,,,,1,,,,3,,,,,,,,,,,,
105088,6,voracious,voraz,,voraz,,human adjectives,veraniego,vocacional,voladizo,,,,,,,1,                              ,,05:38.0,3,,,,,,,,,,,,
105089,10,voraciously,vorazmente, con voracidad,,vorazmente,,,tenazmente,tontamente,seriamente,,,,,,,,,,,3,,,,,,,,,,,
105092,1,vortex,vórtice,,vórtice,,,vértice,vertical,pórtico,,,,,,,1,,,,3,,,,,,,,,,,,
105106,1,vote,voto; sufragio, derecho al voto,,voto,,,veto,foto,moto,,,,,,,1,,,,3,,,,,,,,,,,
105112,1,voter,votante,,votante,,,volante,vacante,donante,,,,,,,1,,,,3,,,,,,,,,,,,
105113,1,voting booth,cabina de votación, casilla de votación,,cabina de votación,,,votación forzada,cabina de ideas,cabina de trabajo,,,,,,,,,,40:11.6,2,,,,,,,,,,,
105118,8,vouch,atestiguar, confirmar, responder por,,atestiguar,,,atestar,atentar,asentir,,,,,,,1,,,,3,,,,,,,,,,
105120,1,voucher,comprobante; vale,,comprobante,,,compresa,compresor,compañía,,,,,,,1,,,,3,,,,,,,,,,,,
105122,8,vouchsafe,conceder, otorgar,,conceder,,,concebir,concentrar,considerar,,,,,,,1,,,,3,,,,,,,,,,,
105126,1,vow,promesa, voto (en la religión),,promesa,,,prole,prima,pro,,,,,,,1,,,,3,,,,,,,,,,,
105128,1,vowel,vocal,,vocal,,,vocablo,local,vaca,,,,,,,1,,,,3,,,,,,,,,,,,
105139,1,voyage,viaje,,viaje,,,viajero,viajante,viejo,,,,,,,1,,,,3,,,,,,,,,,,,
105142,1,voyager,viajero, -ra,,viajero,,,viaje,vaquero,vaqueros,,,,,,,,,,,3,,,,,,,,,,,
105169,8,vulcanize,vulcanizar,,vulcanizar,,,vulgarizar,visualizar,verbalizar,,,,,,,1,,,,3,,,,,,,,,,,,
105172,6,vulgar,ordinario, populachero, del vulgo; grosero, de mal gusto, majadero; indecente, colorado (dícese de un chiste, etc.),,ordinario,,,ordenado,orbital,oriundo,,,,,,,1,,,,3,,,,,,
105178,1,vulgarity,grosería, vulgaridad,,grosería,,,gradería,gritería,grosella,,,,,,,1,,,,3,,,,,,,,,,,
105182,10,vulgarly,vulgarmente, groseramente,,vulgarmente,,,conforme,volando,fuera de,,,,,,,,,,,3,,,,,,,,,,,
105184,1,vulnerability,vulnerabilidad,,vulnerabilidad,,,improbabilidad,inevitabilidad,inflexibilidad,,,,,,,,,,,3,,,,,,,,,,,,
105185,6,vulnerable,vulnerable,,vulnerable,,,inoperable,itinerante,imborrable,,,,,,,1,,,,3,,,,,,,,,,,,
105190,1,vulture,buitre, zopilote,,buitre,,,burguesía,bulto,basurero,,,,,,,/GetSoundByMelingoID/105190,,,40:15.0,3,,,,,,,,,,,
105204,1,w,vigésima tercera letra del alfabeto inglés,,vigésima tercera letra del alfabeto inglés,,,vid,VIH,VIP,,,,,,,1,,,,3,,,,,,,,,,,,
105210,0,w.c.,baño, servicios,,baño,,,babor,babosa,bacon,,,,,,,,,,,3,,,,,,,,,,,
105220,1,wabble,bamboleo, tambaleo,,bamboleo,,,balbuceo,bombillo,borboteo,,,,,,,,,,,3,,,,,,,,,,,
105223,1,wad,taco (de papel), bola (de algodón, etc.), fajo (de billetes),,taco,,,tacha,tacle,tacón,,,,,,,1,,,,3,,,,,,,,,
105228,1,wadding,guata, relleno,,guata,,,guitarra,guacal,guacamayo,,,,,,,,,,,3,,,,,,,,,,,
105229,1,waddle,andar de pato,,andar de pato,,,andanada,andar,andas,,,,,,,1,,,,3,,,,,,,,,,,,
105234,8,wade,caminar por el agua, vadear,,caminar por el agua,,,caber,caer,callar,,,,,,,/GetSoundByMelingoID/105234,,,27/09/2016 10:50,3,,,,,,,,,,,
105236,0,wade into,lanzarse a, atacar,,lanzarse a,,,lanzamiento,lanzallamas,lanzadera,,,,,,,,,,,3,,,,,,,,,,,
105239,0,wading bird,zancuda, ave zancuda,,zancuda,,,zancadilla,candidato,candidatura,,,,,,,,,,,3,,,,,,,,,,,
105245,1,wafer,barquillo, galleta de barquillo,,barquillo,,,barbudo,barca,barcaza,,,,,,,1,,,,3,,,,,,,,,,,
105249,1,waffle,wafle, gofre,,wafle,,,waflera,bafle,ballena,,,,,,,/GetSoundByMelingoID/105249,,,44:56.4,3,,,,,,,,,,,
105251,0,waffle iron,waflera,,waflera,,,aceleración,acelerador,aceleramiento,,,,,,,,,,,3,,,,,,,,,,,,
105253,8,waft,flotar; llevar por el aire,,flotar,,,fletar,frotar,fritar,,,,,,,1,,,,3,,,,,,,,,,,,
105255,1,wag,meneo (de la cola); bromista,,meneo,,,mando,manto,medio,,,,,,,1,,,,3,,,,,,,,,,,,
105258,1,wage,sueldo, salario,,sueldo,,business,contrato,seguro,pérdida,,,,,,,1,                              ,,51:34.2,3,,,,,,,,,,,
105265,1,wager,apuesta,,apuesta,,,artista,afrenta,agujeta,,,,,,,1,,,,3,,,,,,,,,,,,
105269,1,wages,sueldo, salario,,sueldo,,,suelto,suelo,suegro,,,,,,,,,,,3,,,,,,,,,,,
105271,6,waggish,burlón, bromista (dícese de una persona), chistoso (dícese de un comentario),,burlón,,,burlesco,burro,burdo,,,,,,,1,,,,3,,,,,,,,,,
105275,8,waggle,menear, mover (de un lado a otro),,menear,,,menearse,mentar,mentir,,,,,,,1,,,,3,,,,,,,,,,,
105277,1,wagon,carro (tirado por caballos); carrito,,carro,,,carroña,carroza,carrito,,,,,,,1,,,,3,,,,,,,,,,,,
105290,1,waif,niño abandonado, animal sin hogar,,niño abandonado,,,niñada,niño,niñero,,,,,,,1,,,,3,,,,,,,,,,,
105292,1,wail,gemido, lamento,,gemido,,,gañido,gemelo,gentío,,,,,,,1,,,,3,,,,,,,,,,,
105297,1,wainscot,boiserie, revestimiento de paneles de madera,,boiserie,,,bacteria,banderilla,barbarie,,,,,,,1,,,,3,,,,,,,,,,,
105301,1,waist,cintura (del cuerpo humano), talle (de ropa),,cintura,,human body,tobillo,rodilla,muslo,,,,,,,1,                              ,,41:49.8,3,,,,,,,,,,,
105306,1,waistline,cintura,,cintura,,,cinturón,censura,cantera,,,,,,,1,,,,3,,,,,,,,,,,,
105307,1,wait,espera,,espera,,,esfera,espora,estera,,,,,,,1,,,,3,,,,,,,,,,,,
105309,8,wait on,servir,,servir,,,servirse,sentirse,surtirse,,,,,,,,,,,3,,,,,,,,,,,,
105311,8,wait out,esperar a que,,esperar a que,,,negar,decidir ,resolver ,,,,,,,1,,,37:39.3,3,,,,,,,,,,,,
105314,8,wait up,esperar (levantado),,esperar,,,esperarse,esmerarse,espesar,,,,,,,,,,,3,,,,,,,,,,,,
105316,8,wait upon,servir, atender,,servir,,,servirse,sentirse,surtirse,,,,,,,,,,,3,,,,,,,,,,,
105319,1,waiter,mesero, camarero, mozo,,camarero,,professions,presentador,bailarín,escritor,,,,,,,1,                              ,,21:38.7,3,,,,,,,,,,
105321,0,waiting list,lista de espera,,lista de espera,,,lista de compras,lista de regalos,lista de navidad,,,,,,,,,,14:29.0,0,,,,,,,,,,,,
105322,0,waiting room,sala de espera,,sala de espera,,,sacapuntas,salamandra,salpicadera,,,,,,,,,,,3,,,,,,,,,,,,
105325,1,waitress,mesera, camarera, moza,,mesera,,,mesero,meseta,mesura,,,,,,,1,,,,3,,,,,,,,,,
105328,8,waive,renunciar a,,renunciar a,,,reducir,refinar,regular,,,,,,,1,,,,3,,,,,,,,,,,,
105329,1,waiver,renuncia,,renuncia,,,denuncia,regencia,revancha,,,,,,,1,,,,3,,,,,,,,,,,,
105333,1,wake,velatorio, velorio (de un difunto); estela (de un barco, un huracán, etc.); consecuencias,,velatorio,,,relato,vela,verano,,,,,,,1,,,,3,,,,,,,,,
105335,8,wake up,despertar; despertarse,,despertar,,essential verbs,renovar,enterrar,castigar,,,,                                                                      ,,,                              ,,,36:59.9,3,,,,,,,,,,,,
105336,8,wake up and smell the coffee,(figurado, informal) bajar de las nubes,,bajar de las nubes,,,echar la casa por la ventana,hacer buenas migas,hacerle el vacío a alguien,,,,,,,/GetSoundByMelingoID/105336,,,22:42.6,3,,,,,,,,,,,
105339,6,wakeful,desvelado; alerta, vigilante,,desvelado,,,despegado,despejado,desvalido,,,,,,,1,,,,3,,,,,,,,,,,
105357,1,walk,paseo, caminata; camino; andar; marcha (en beisbol),,paseo,,,pastor,pase,pasmo,,,,,,,1,,,,3,,,,,,,,,,,
105361,8,walk away,alejarse,,alejarse,,,alojarse,alabarse,anegarse,,,,,,,,,,,3,,,,,,,,,,,,
105364,0,walk of life,esfera, condición,,esfera,,,enfermedad,emperatriz,enfermería,,,,,,,,,,,3,,,,,,,,,,,
105365,8,walk off,irse,,irse,,,inseminar,insertar,instar,,,,,,,,,,,3,,,,,,,,,,,,
105369,8,walk out,declararse en huelga; salir,irse,,declararse en huelga,,,declararse,declarar,declamar,,,,,,,,,,,3,,,,,,,,,,,
105370,8,walk out on,abandonar, dejar,,abandonar,,,abandonarse,abandonarse a,acantonar,,,,,,,,,,,3,,,,,,,,,,,
105371,8,walk over,acercarse, aproximarse, caminar hacia; cruzar, atravesar; (figurado, informal) pasar por encima (de alguien),,acercarse,,,correr,aparecer,saltar,,,,,,,,,,52:46.4,2,,,,,,,,
105382,1,walker,paseante; excursionista; andador (aparato),,paseante,,,parlante,maleante,pariente,,,,,,,1,,,,3,,,,,,,,,,,,
105385,1,walkie-talkie,walkie-talkie, radio-teléfono portátil,,walkie-talkie,,,manifestación,caleidoscopio,falsificación,,,,,,,1,,,,3,,,,,,,,,,,
105388,6,walking,caminante, andante,,caminante,,,cambiante,dominante,constante,,,,,,,1,,,,3,,,,,,,,,,,
105396,0,walking stick,bastón,,bastón,,,bastón de mando,bastardilla,bacteriología,,,,,,,,,,,3,,,,,,,,,,,,
105401,1,walkout,huelga,,huelga,,,huella,huerta,huerto,,,,,,,1,,,,3,,,,,,,,,,,,
105403,1,walkover,(informal) paseo, pan comido,,pan comido,,,caminata,esperanza,último recurso,,,,,,,,,,57:44.5,2,,,,,,,,,,,
105406,1,walkway,acera; sendero; pasadizo,,acera,,,acero,acería,acerico,,,,,,,1,,,,3,,,,,,,,,,,,
105410,1,wall,muro (exterior); pared (interior); barrera; pared (en anatomía),,pared,,in the house,casa,puerta,ventana,,,,,,,1,                              ,,26:05.6,3,,,,,,,,,,,,
105422,0,Wall Street,Wall Street,,Wall Street,,,balaustre,balaustrada,deslustre,,,,,,,1,,,,3,,,,,,,,,,,,
105423,6,wall#to#wall,de pared a pared,,de pared a pared,,,desarreglado,descabellado,descafeinado,,,,,,,,,,,3,,,,,,,,,,,,
105425,1,wallaby,ualabí,,ualabí,,,palabra,calabaza,calabozo,,,,,,,1,,,,3,,,,,,,,,,,,
105433,1,wallet,billetera, cartera,,billetera,,accessories,bolso,reloj,corbata,,,,,,,1,,,39:31.3,3,,,,,,,,,,,
105434,1,walleye,leucoma, mancha blanca sobre la córnea,,leucoma,,,leucemia,letrina,letanía,,,,,,,1,,,,3,,,,,,,,,,,
105438,1,wallflower,alhelí (flor); (figurado) persona tímida,,alhelí,,,adhesión,alteración,alternativa,,,,,,,/GetSoundByMelingoID/105438,,,58:41.9,3,,,,,,,,,,,,
105441,1,wallop,golpe fuerte, golpazo,,golpe fuerte,,,golpe,golpeteo,golpazo,,,,,,,1,,,,3,,,,,,,,,,,
105445,1,wallow,revolcadero (para animales),,revolcadero,,,revolcón,realidad,reforma,,,,,,,1,,,,3,,,,,,,,,,,,
105447,1,wallpaper,papel pintado,,papel pintado,,,papeleo,papelera,papelería,,,,,,,1,,,,3,,,,,,,,,,,,
105449,6,wall-to-wall,de pared a pared,,de pared a pared,,,de casa en casa,de espalda ancha,de corazón ligero,,,,,,,,,,44:08.7,0,,,,,,,,,,,,
105451,1,walnut,nuez (fruta); nogal (árbol y madera),,nuez,,food,semilla,fruto,arbol,,,,,,,1,                              ,,19:25.7,3,,,,,,,,,,,,
105453,1,walrus,morsa,,morsa,,animals,foca,delfín,tiburón,,,,,,,1,                              ,,23:09.0,3,,,,,,,,,,,,
105456,1,waltz,vals,,vals,,,valle,valor,valet,,,,,,,1,,,,3,,,,,,,,,,,,
105464,6,wan,pálido; tenue; lánguido,,pálido,,,pelón,pillo,polar,,,,,,,1,,,,3,,,,,,,,,,,,
105465,1,wand,varita (mágica),,varita,,,visita,garita,vagina,,,,,,,1,,,,3,,,,,,,,,,,,
105466,1,wander,paseo, vagabundeo,,paseo,,,pastor,pase,pasmo,,,,,,,1,,,,3,,,,,,,,,,,
105468,1,wanderer,vagabundo, -da; viajero, -ra,,vagabundo,,,moribundo,mapamundi,tamarindo,,,,,,,,,,,3,,,,,,,,,,
105472,1,wanderlust,pasión por viajar,,pasión por viajar,,,pasionaria,pavimento,patronato,,,,,,,1,,,,3,,,,,,,,,,,,
105473,1,wane,decayendo, en decadencia,,decayendo,,,debate,decano,decena,,,,,,,1,,,,3,,,,,,,,,,,
105476,8,wangle,(informal) arreglárselas para conseguir, agenciarse,,arreglárselas para conseguir,,,arreglar,arreciar,arrendar,,,,,,,/GetSoundByMelingoID/105476,,,22:19.3,3,,,,,,,,,,,
105481,8,wanna,(informal) querer, desear,,querer,,,volar,trepar,arruinar,,,,,,,,,,08:47.2,0,,,,,,,,,,,
105482,1,wannabe,(informal) aspirante (a algo); (informal) imitador, -dora (de alguien),,aspirante,,,asaltante,almirante,aspirina,,,,,,,/GetSoundByMelingoID/105482,,,24:03.3,3,,,,,,,,,,,
105486,1,want,falta; indigencia, miseria; deseo, necesidad,,falta,,,falda,falla,facha,,,,,,,1,,,,3,,,,,,,,,,
105493,11,wanting,sin,,sin,,,a,acerca,acerca de,,,,,,,1,,,,3,,,,,,,,,,,,
105494,6,wanton,lascivo, lujurioso, licencioso; despiadado,,despiadado,,,buscado,vago,valiente,,,,,,,1,,,43:57.8,3,,,,,,,,,,
105499,1,wapiti,uapití,,uapití,,,wapití,capitán,capital,,,,,,,1,,,,3,,,,,,,,,,,,
105502,1,war,guerra,,guerra,,,paz,amor ,amistad,,,,,,,1,,,24:31.8,3,,,,,,,,,,,,
105522,1,warble,trino, gorjeo,,trino,,,trono,trigo,trilogía,,,,,,,1,,,,3,,,,,,,,,,,
105525,1,warbler,pájaro gorjeador, curruca,,pájaro gorjeador,,,pájaro,pajar,pajarera,,,,,,,1,,,,3,,,,,,,,,,,
105527,1,ward,sala (de un hospital, etc.); distrito electoral o administrativo (de una ciudad); pupilo, -la (de un tutor, etc.),,sala,,,salami,sal,salón,,,,,,,1,,,,3,,,,,,,,,
105530,8,ward off,desviar, protegerse contra,,desviar,,,desviarse,desatarse,desecar,,,,,,,,,,,3,,,,,,,,,,,
105532,1,warden,guarda; guardián, -diana,,guarda; guardián,,,guarda,guardia,guardián,,,,,,,1,,,,3,,,,,,,,,,,
105533,1,warder,carcelero, guardia,,carcelero,,,carácter,cárcel,cancel,,,,,,,1,,,,3,,,,,,,,,,,
105536,1,wardrobe,armario; vestuario, guardarropa,,armario,,,cocina,dormitorio,nevera,,,,,,,1,,,32:20.6,3,,,,,,,,,,,
105542,1,ware,cerámica,,cerámica,,,cerca,cerco,cerdo,,,,,,,1,,,,3,,,,,,,,,,,,
105544,1,warehouse,depósito, almacén, bodega,,depósito,,,depositante,deposición,demérito,,,,,,,1,,,,3,,,,,,,,,,
105550,1,warfare,guerra; lucha,,guerra,,,guerrero,guerrilla,guarda,,,,,,,1,,,,3,,,,,,,,,,,,
105553,1,warhead,ojiva, cabeza (de un misil),,ojiva,,,oliva,olivo,orina,,,,,,,1,,,,3,,,,,,,,,,,
105557,10,warily,cautelosamente, con cautela,,cautelosamente,,,cantidad,caro,casi,,,,,,,,,,,3,,,,,,,,,,,
105558,1,wariness,cautela,,cautela,,,cantera,cartera,castellano,,,,,,,,,,,3,,,,,,,,,,,,
105560,6,warlike,belicoso, guerrero,,belicoso,,,belicista,bélico,básico,,,,,,,1,,,,3,,,,,,,,,,,
105562,1,warlord,caudillo, líder militar,,caudillo,,,castillo,carrillo,canciller,,,,,,,1,,,,3,,,,,,,,,,,
105563,6,warm,tibio, templado; caliente, cálido, caluroso; caliente, que abriga; cariñoso, cordial; cálido (dícese de colores); fresco, reciente; caliente,,templado,,,tieso,tinto,tónico,,,,,,,1,,,,3,,,,,,
105569,0,warm one's heart,reconfortar a uno, alegrar el corazón,,reconfortar a uno,,,reconstrucción,reconciliación,reconocimiento,,,,,,,,,,,3,,,,,,,,,,,
105570,8,warm over,recalentar,,recalentar,,,recolectar,recomendar,desalentar,,,,,,,,,,,3,,,,,,,,,,,,
105572,8,warm up,calentar (los músculos, un automóvil, etc.),,calentar,,,comentar,cementar,cimentar,,,,,,,,,,,3,,,,,,,,,,
105574,6,warm#hearted,afectuoso, amable,,afectuoso,,,afectísimo,afortunado,aventurado,,,,,,,,,,,3,,,,,,,,,,,
105575,1,warm-up,calentamiento,,calentamiento,,,calentura,colecta,calceta,,,,,,,,,,,3,,,,,,,,,,,,
105576,6,warm-blooded,de sangre caliente,,de sangre caliente,,,departamental,desfavorecido,desfavorable,,,,,,,1,,,,3,,,,,,,,,,,,
105582,6,warm-hearted,afectuoso, amable,,afectuoso,,,caluroso,profesional,sigiloso,,,,,,,,,,45:37.0,0,,,,,,,,,,,
105585,10,warmly,calurosamente, afectuosamente,,calurosamente,,,casi,seguro,cantidad,,,,,,,1,,,,3,,,,,,,,,,,
105586,1,warmonger,belicista,,belicista,,,belicosidad,velocista,baterista,,,,,,,1,,,,3,,,,,,,,,,,,
105588,1,warmth,calor; cariño, afecto; ardor, entusiasmo,,calor,,,caloría,camorra,caporal,,,,,,,1,,,,3,,,,,,,,,,
105590,8,warn,advertir, alertar; avisar, informar,,advertir,,,a ver,arder,armar,,,,,,,1,,,,3,,,,,,,,,,
105591,6,warning,de advertencia,,de advertencia,,,delantero,decadente,dejado,,,,,,,1,,,,3,,,,,,,,,,,,
105595,1,warp,urdimbre; alabeo (en la madera, etc.),,urdimbre,,,urdu,uranio,urna,,,,,,,1,,,,3,,,,,,,,,,,
105599,1,warplane,avión de combate,,avión de combate,,,avioneta,avispa,avispero,,,,,,,1,,,,3,,,,,,,,,,,,
105600,1,warrant,autorización, permiso; justificación,,autorización,,,autoridad,autor,antorcha,,,,,,,1,,,,3,,,,,,,,,,,
105610,1,warranty,garantía,,garantía,,,garante,garapiña,ganancia,,,,,,,1,,,,3,,,,,,,,,,,,
105612,1,warren,madriguera (de conejos),,madriguera,,,madrina,madrazo,marroquí,,,,,,,1,,,,3,,,,,,,,,,,,
105615,1,warrior,guerrero, -ra,,guerrero,,,guerra,guardería,guerrilla,,,,,,,1,,,,3,,,,,,,,,,,
105616,2,Warsaw,Varsovia,,Varsovia,,,valencia,verso,victoria,,,,,,,1,,,,3,,,,,,,,,,,,
105617,1,warship,buque de guerra,,buque de guerra,,,buque,boqueada,boquete,,,,,,,1,,,,3,,,,,,,,,,,,
105618,1,wart,verruga,,verruga,,,vermut,vera,verano,,,,,,,1,,,,3,,,,,,,,,,,,
105621,1,wartime,tiempo de guerra,,tiempo de guerra,,,tiempo,tiesto,trampolín,,,,,,,1,,,,3,,,,,,,,,,,,
105624,6,wary,cauteloso, receloso,,receloso,,human adjectives,excéntrico,servil,exhuberante,,,,,,,1,                              ,,41:07.2,3,,,,,,,,,,,
105625,8,was,estaba; fue,,fue,,,freír,fumar,fiar,,,,,,,,,,,3,,,,,,,,,,,,
105628,1,wash,lavado; artículos para lavar, ropa sucia; estela (de un barco),,lavado,,,lavabo,lazada,lava,,,,,,,1,,,,3,,,,,,,,,,,
105640,6,washable,lavable,,lavable,,,legible,pasable,potable,,,,,,,1,,,,3,,,,,,,,,,,,
105642,1,washbasin,lavabo, lavatorio; palangana,,lavabo,,,lavadora,lavatorio,lavadero,,,,,,,1,,,,3,,,,,,,,,,,
105643,1,washboard,tabla de lavar,,tabla de lavar,,,tabloide,tablado,tailandés,,,,,,,1,,,,3,,,,,,,,,,,,
105644,1,washbowl,lavabo, lavamanos,,lavabo,,,lavado,lavadora,lavatorio,,,,,,,1,,,,3,,,,,,,,,,,
105645,1,washcloth,toallita (para lavarse),,toallita,,,tonalidad,totalidad,tonelada,,,,,,,1,,,,3,,,,,,,,,,,,
105648,6,washed-out,pálido, lavado,,pálido,,,peligroso,policial,paliativo,,,,,,,,,,,3,,,,,,,,,,,
105651,6,washed-up,acabado (dícese de una persona), fracasado (dícese de un negocio, etc.),,acabado,,,abobado,acerado,acotado,,,,,,,1,,,,3,,,,,,,,,,
105652,1,washer,arandela (de una llave, etc.),,arandela,,,arancel,arenilla,grandeza,,,,,,,1,,,,3,,,,,,,,,,,
105657,1,washing,ropa para lavar,,ropa para lavar,,,ropaje,reportaje,república,,,,,,,1,,,,3,,,,,,,,,,,,
105658,0,washing machine,máquina de lavar, lavadora,,máquina de lavar,,,manzana de Adán,esquizofrenia,gallina de Guinea,,,,,,,,,,,3,,,,,,,,,,,
105661,2,Washington DC,Washington, DC,,Washington,,,carcinógeno,destinatario,fascinación,,,,,,,,,,,3,,,,,,,,,,,
105664,1,washout,erosión (de la tierra); (figurado, argot) fracaso,,erosión,,,emisión,emoción,efusión,,,,,,,/GetSoundByMelingoID/105664,,,28:42.2,3,,,,,,,,,,,
105665,1,washroom,servicios (publicos), baño, sanitario,,servicios,,,servicio,servilismo,servidor,,,,,,,1,,,,3,,,,,,,,,,
105670,1,washwoman,lavandera,,lavandera,,,lavandería,lavandero,lanzadera,,,,,,,1,,,,3,,,,,,,,,,,,
105672,8,wasn't,"no era (abreviación de ""was not"")",,no era,,,nunca fué,siempre será,nunca será,,,,,,,,,,27:49.9,0,,,,,,,,,,,,
105673,1,wasp,avispa,,avispa,,,abeja,mosca,mosquito,,,,,,,1,                              ,,03:26.7,3,,,,,,,,,,,,
105676,6,waspish,irritable, irascible; cáustico, mordaz,,irritable,,,irrisible,irritante,inmutable,,,,,,,1,,,,3,,,,,,,,,,
105680,1,wassail,brindis; bebida ceremonial,,brindis,,,blindaje,brandy,brinco,,,,,,,1,,,,3,,,,,,,,,,,,
105684,1,wastage,desperdicio, derroche,,desperdicio,,,dispendio,de perfil,discordia,,,,,,,1,,,,3,,,,,,,,,,,
105685,6,waste,yermo, baldío; de desecho; sobrante,,yermo,,,yerto,hermoso,germano,,,,,,,1,,,,3,,,,,,,,,,,
105694,1,wastebasket,cesto (de basura), papelera, zafacón,,cesto,,,costo de vida,castellano,castración,,,,,,,1,,,,3,,,,,,,,,,
105695,6,wasted,perdido; desperdiciado, inútil,,perdido,,,perdedor,pérfido,pensado,,,,,,,1,,,,3,,,,,,,,,,,
105696,6,wasteful,despilfarrador, derrochador, pródigo,,despilfarrador,,,despiadado,despistado,despoblado,,,,,,,1,,,,3,,,,,,,,,,
105698,1,wasteland,baldío, yermo, desierto,,baldío,,,baldosa,balacera,balbuceo,,,,,,,1,,,,3,,,,,,,,,,
105700,1,wastepaper,papel de desecho,,papel de desecho,,,papalote,papelera,papelería,,,,,,,1,,,,3,,,,,,,,,,,,
105703,1,wastewater,agua residual,,aguas residuales,,weather,afluente,lluvia torrencial,lluvia ácida,,,,,,,1,                              ,,05:42.7,3,,,,,,,,,,,,
